County Name,Census Tract,Average PNPL,IBL Rank
Spokane,53063011701,0.26,9
Spokane,53063011702,0.13,6
Spokane,53063011800,0.12,6
Spokane,53063011900,0.14,7
Spokane,53063012000,0.18,8
Spokane,53063012100,0.25,9
Spokane,53063012200,0.51,10
Spokane,53063012300,0.34,9
Spokane,53063012401,0.19,8
Spokane,53063012402,0.25,9
Spokane,53063012500,0.16,7
Spokane,53063012600,0.14,7
Spokane,53063012701,0.13,6
Spokane,53063012702,0.16,7
Spokane,53063012801,0.16,7
Spokane,53063012802,0.14,7
Spokane,53063012901,0.14,7
Spokane,53063012902,0.15,7
Spokane,53063013000,0.19,8
Spokane,53063013100,0.35,9
Spokane,53063013201,0.21,8
Spokane,53063013202,0.52,10
Spokane,53063013300,0.3,9
Spokane,53063013401,0.18,8
Spokane,53063013500,0.09,5
Spokane,53063013600,0.09,5
Spokane,53063013700,0.14,7
Spokane,53063013800,0.84,10
Spokane,53063013900,0.15,7
Spokane,53063014001,0.06,4
Spokane,53063014002,0.06,4
Spokane,53063014100,0.12,6
Spokane,53063014200,0.05,4
Spokane,53063014300,0.08,5
Spokane,53063014400,0.79,10
Spokane,53063014500,0.34,9
Stevens,53065941000,0.08,5
Stevens,53065950100,0.01,1
Stevens,53065950200,0.02,1
Stevens,53065950300,0.01,1
Stevens,53065950500,0.01,1
Stevens,53065950600,0.01,1
Stevens,53065950700,0.02,2
Stevens,53065950800,0.02,2
Stevens,53065950900,0.04,3
Stevens,53065951100,0.03,3
Stevens,53065951300,0.04,3
Stevens,53065951400,0.07,4
Thurston,53067010100,0.26,9
Thurston,53067010200,0.15,7
Thurston,53067010300,0.19,8
Thurston,53067010400,0.36,9
Thurston,53067010510,0.18,8
Thurston,53067010520,0.25,9
Thurston,53067010600,0.17,7
Thurston,53067010700,0.24,9
Thurston,53067010800,0.87,10
Thurston,53067010910,0.48,10
Thurston,53067010920,0.54,10
Thurston,53067011000,0.17,8
Thurston,53067011100,0.13,7
Thurston,53067011200,0.14,7
Thurston,53067011300,0.16,7
Thurston,53067011410,0.13,6
Thurston,53067011420,0.13,7
Thurston,53067011500,0.09,5
Thurston,53067011610,0.1,6
Thurston,53067011621,0.17,7
Thurston,53067011622,0.12,6
Thurston,53067011623,0.15,7
Thurston,53067011624,0.1,6
Thurston,53067011710,0.3,9
Thurston,53067011720,0.23,9
Thurston,53067011810,0.09,5
Thurston,53067011821,0.14,7
Thurston,53067011822,0.16,7
Thurston,53067011900,0.07,5
Thurston,53067012000,0.1,6
Thurston,53067012100,0.08,5
Thurston,53067012211,0.09,5
Thurston,53067012212,0.13,6
Thurston,53067012221,0.07,5
Thurston,53067012222,0.07,4
Thurston,53067012310,0.08,5
Thurston,53067012320,0.07,5
Thurston,53067012330,0.08,5
Thurston,53067012411,0.05,4
Thurston,53067012412,0.05,4
Thurston,53067012420,0.08,5
Thurston,53067012510,0.03,3
Thurston,53067012520,0.04,3
Thurston,53067012530,0.05,4
Thurston,53067012610,0.08,5
Thurston,53067012620,0.06,4
Thurston,53067012710,0.08,5
Thurston,53067012720,0.07,5
Thurston,53067012730,0.06,4
Thurston,53067990100,0,1
Wahkiakum,53069950100,0.03,2
Walla Walla,53071920000,0.1,6
Walla Walla,53071920100,0.02,1
Walla Walla,53071920200,0.02,1
Walla Walla,53071920300,0.02,1
Walla Walla,53071920400,0.02,1
Walla Walla,53071920500,0.02,1
Walla Walla,53071920600,0.02,1
Walla Walla,53071920701,0.02,1
Walla Walla,53071920702,0.02,1
Walla Walla,53071920801,0.02,1
Walla Walla,53071920802,0.02,1
Walla Walla,53071920900,0.02,1
Whatcom,53073000100,0.19,8
Whatcom,53073000200,0.38,9
Whatcom,53073000300,0.94,10
Whatcom,53073000400,0.52,10
Whatcom,53073000501,0.26,9
Whatcom,53073000502,0.37,9
Whatcom,53073000600,0.3,9
Whatcom,53073000700,0.21,8
Whatcom,53073000803,0.17,7
Whatcom,53073000804,0.13,6
Whatcom,53073000805,0.12,6
Whatcom,53073000806,0.07,4
Whatcom,53073000901,0.18,8
Whatcom,53073000902,0.15,7
Whatcom,53073001000,0.23,9
Whatcom,53073001100,0.19,8
Whatcom,53073001201,0.17,8
Whatcom,53073001202,0.11,6
Whatcom,53073010100,0.03,3
Whatcom,53073010200,0.04,3
Whatcom,53073010301,0.05,4
Whatcom,53073010302,0.05,4
Whatcom,53073010303,0.05,4
Whatcom,53073010401,0.04,3
Whatcom,53073010403,0.04,3
Whatcom,53073010404,0.05,4
Whatcom,53073010501,0.08,5
Whatcom,53073010502,0.08,5
Whatcom,53073010600,0.1,6
Whatcom,53073010701,0.08,5
Whatcom,53073010702,0.06,4
Whatcom,53073010900,0.07,5
Whatcom,53073011000,0.02,2
Whatcom,53073940000,0.09,5
Whitman,53075000100,0.01,1
Whitman,53075000200,0.01,1
Whitman,53075000300,0.01,1
Whitman,53075000400,0.01,1
Whitman,53075000500,0.01,1
Whitman,53075000600,0.01,1
Whitman,53075000700,0.02,1
Whitman,53075000800,0.01,1
Whitman,53075000900,0.02,2
Whitman,53075001000,0.01,1
Yakima,53077000100,0.24,9
Yakima,53077000200,0.19,8
Yakima,53077000300,0.15,7
Yakima,53077000400,0.12,6
Yakima,53077000500,0.17,8
Yakima,53077000600,0.2,8
Yakima,53077000700,0.3,9
Yakima,53077000800,0.18,8
Yakima,53077000901,0.12,6
Yakima,53077000902,0.12,6
Yakima,53077001000,0.2,8
Yakima,53077001100,0.22,8
Yakima,53077001201,0.36,9
Yakima,53077001202,0.56,10
Yakima,53077001300,0.85,10
Yakima,53077001400,0.58,10
Yakima,53077001501,0.3,9
Yakima,53077001502,0.52,10
Yakima,53077001601,0.11,6
Yakima,53077001602,0.17,8
Yakima,53077001701,0.07,5
Yakima,53077001702,0.14,7
Yakima,53077001800,0.02,2
Yakima,53077001901,0.02,2
Yakima,53077001902,0.02,1
Yakima,53077002001,0.02,2
Yakima,53077002002,0.02,2
Yakima,53077002101,0.03,2
Yakima,53077002102,0.03,2
Yakima,53077002200,0.04,3
Yakima,53077002701,0.02,1
Yakima,53077002801,0.06,4
Yakima,53077002802,0.1,6
Yakima,53077002900,0.05,4
Yakima,53077003001,0.04,3
Yakima,53077003002,0.06,4
Yakima,53077003100,0.07,5
Yakima,53077003200,0.1,6
Yakima,53077003400,0.08,5
Yakima,53077940001,0.07,5
Yakima,53077940002,0.04,3
Yakima,53077940003,0.08,5
Yakima,53077940004,0.07,5
Yakima,53077940005,0.04,3
Yakima,53077940006,0.04,3
