County Name,Census_Tract,Average PTSDF,IBL Rank
Snohomish,53061053302,0.07,2
Snohomish,53061053400,0.12,2
Snohomish,53061053504,0.58,5
Snohomish,53061053505,0.14,2
Snohomish,53061053506,0.1,2
Snohomish,53061053507,1.57,7
Snohomish,53061053508,0.81,5
Snohomish,53061053509,1.01,6
Snohomish,53061053602,0.09,2
Snohomish,53061053603,0.2,3
Snohomish,53061053604,0.11,2
Snohomish,53061053700,0.03,1
Snohomish,53061053801,0.15,3
Snohomish,53061053802,0.8,5
Snohomish,53061053803,0.16,3
Snohomish,53061940001,0.35,4
Snohomish,53061940002,0.12,2
Snohomish,53061990100,0,1
Spokane,53063000200,1.73,7
Spokane,53063000300,1.86,7
Spokane,53063000400,1.9,7
Spokane,53063000500,2.25,8
Spokane,53063000600,1.38,6
Spokane,53063000700,0.63,5
Spokane,53063000800,0.27,4
Spokane,53063000900,0.28,4
Spokane,53063001000,0.66,5
Spokane,53063001100,1.36,6
Spokane,53063001200,2.26,8
Spokane,53063001300,4.11,9
Spokane,53063001400,2.95,8
Spokane,53063001500,2.95,8
Spokane,53063001600,4.02,9
Spokane,53063001800,4.27,9
Spokane,53063001900,3.32,9
Spokane,53063002000,2.98,8
Spokane,53063002100,2.26,8
Spokane,53063002300,2.29,8
Spokane,53063002400,4.64,9
Spokane,53063002500,4.96,9
Spokane,53063002600,4.33,9
Spokane,53063002900,2.52,8
Spokane,53063003000,3.21,9
Spokane,53063003100,3.49,9
Spokane,53063003200,7.2,10
Spokane,53063003500,5.51,10
Spokane,53063003600,2.29,8
Spokane,53063003800,1.5,7
Spokane,53063003900,1.21,6
Spokane,53063004000,3.24,9
Spokane,53063004100,3.98,9
Spokane,53063004200,2.21,8
Spokane,53063004300,1.47,7
Spokane,53063004400,1.36,6
Spokane,53063004500,2.31,8
Spokane,53063004601,2.27,8
Spokane,53063004602,1.57,7
Spokane,53063004700,1.2,6
Spokane,53063004800,0.9,6
Spokane,53063004900,1.3,6
Spokane,53063005000,1.32,6
Spokane,53063010100,0.59,5
Spokane,53063010201,0.05,1
Spokane,53063010202,0.17,3
Spokane,53063010301,0.04,1
Spokane,53063010303,0.07,2
Spokane,53063010304,0.04,1
Spokane,53063010305,0.1,2
Spokane,53063010401,1.39,6
Spokane,53063010402,0.16,3
Spokane,53063010501,0.87,6
Spokane,53063010503,0.33,4
Spokane,53063010504,0.27,4
Spokane,53063010601,0.15,3
Spokane,53063010602,0.14,2
Spokane,53063010700,0.41,4
Spokane,53063010800,1.42,7
Spokane,53063010900,0.89,6
Spokane,53063011000,0.96,6
Spokane,53063011101,1.33,6
Spokane,53063011102,1.52,7
Spokane,53063011201,1.77,7
Spokane,53063011202,1.28,6
Spokane,53063011300,1.41,7
Spokane,53063011400,2.59,8
Spokane,53063011500,1.95,7
Spokane,53063011600,2.54,8
Spokane,53063011701,2.82,8
Spokane,53063011702,2.33,8
Spokane,53063011800,1.99,7
Spokane,53063011900,1.48,7
Spokane,53063012000,1.74,7
Spokane,53063012100,2.35,8
Spokane,53063012200,3.14,9
Spokane,53063012300,2.58,8
Spokane,53063012401,0.55,5
Spokane,53063012402,0.15,3
Spokane,53063012500,1.19,6
Spokane,53063012600,0.79,5
Spokane,53063012701,0.71,5
Spokane,53063012702,0.22,3
Spokane,53063012801,0.21,3
Spokane,53063012802,0.39,4
Spokane,53063012901,2.13,8
Spokane,53063012902,0.65,5
Spokane,53063013000,0.9,6
Spokane,53063013100,1.73,7
Spokane,53063013201,1.09,6
Spokane,53063013202,1.27,6
Spokane,53063013300,0.09,2
Spokane,53063013401,0.86,6
Spokane,53063013500,0.26,4
Spokane,53063013600,0.91,6
Spokane,53063013700,1.55,7
Spokane,53063013800,1.02,6
Spokane,53063013900,0.15,3
Spokane,53063014001,2.27,8
Spokane,53063014002,1.18,6
Spokane,53063014100,0.55,5
Spokane,53063014200,0.31,4
Spokane,53063014300,0.04,1
Spokane,53063014400,3.05,8
Spokane,53063014500,3.77,9
Stevens,53065941000,0.03,1
Stevens,53065950100,0.02,1
Stevens,53065950200,0.02,1
Stevens,53065950300,0.02,1
Stevens,53065950500,0.02,1
Stevens,53065950600,0.02,1
Stevens,53065950700,0.02,1
Stevens,53065950800,0.02,1
Stevens,53065950900,0.01,1
Stevens,53065951100,0.02,1
Stevens,53065951300,0.03,1
Stevens,53065951400,0.05,1
Thurston,53067010100,2.29,8
Thurston,53067010200,2.6,8
Thurston,53067010300,3.74,9
Thurston,53067010400,1.66,7
Thurston,53067010510,2.59,8
Thurston,53067010520,2.37,8
Thurston,53067010600,3.47,9
Thurston,53067010700,1.94,7
Thurston,53067010800,0.44,4
Thurston,53067010910,0.99,6
Thurston,53067010920,0.27,4
Thurston,53067011000,0.37,4
Thurston,53067011100,1.64,7
Thurston,53067011200,3.3,9
Thurston,53067011300,3.9,9
Thurston,53067011410,1.9,7
Thurston,53067011420,0.97,6
Thurston,53067011500,0.93,6
Thurston,53067011610,0.62,5
Thurston,53067011621,0.61,5
Thurston,53067011622,0.25,4
Thurston,53067011623,0.22,3
Thurston,53067011624,0.16,3
Thurston,53067011710,0.68,5
Thurston,53067011720,0.54,5
Thurston,53067011810,0.1,2
Thurston,53067011821,0.39,4
Thurston,53067011822,0.15,3
Thurston,53067011900,0.19,3
Thurston,53067012000,1.04,6
Thurston,53067012100,0.63,5
Thurston,53067012211,0.78,5
Thurston,53067012212,3.29,9
Thurston,53067012221,0.29,4
Thurston,53067012222,0.16,3
Thurston,53067012310,0.21,3
Thurston,53067012320,0.14,2
Thurston,53067012330,0.22,3
Thurston,53067012411,0.06,1
Thurston,53067012412,0.05,1
Thurston,53067012420,0.12,2
Thurston,53067012510,0.03,1
Thurston,53067012520,0.04,1
Thurston,53067012530,0.07,2
Thurston,53067012610,0.12,2
Thurston,53067012620,0.08,2
Thurston,53067012710,0.08,2
Thurston,53067012720,0.08,2
Thurston,53067012730,0.06,1
Thurston,53067990100,0,1
Wahkiakum,53069950100,0.75,5
Walla Walla,53071920000,0.88,6
Walla Walla,53071920100,0.07,1
Walla Walla,53071920200,0.47,4
Walla Walla,53071920300,0.68,5
Walla Walla,53071920400,1.06,6
Walla Walla,53071920500,2.16,8
Walla Walla,53071920600,1.31,6
Walla Walla,53071920701,0.87,6
Walla Walla,53071920702,0.64,5
Walla Walla,53071920801,0.52,5
Walla Walla,53071920802,0.85,5
Walla Walla,53071920900,0.4,4
Whatcom,53073000100,2.23,8
Whatcom,53073000200,1.38,6
Whatcom,53073000300,3.97,9
Whatcom,53073000400,4.43,9
Whatcom,53073000501,5.31,10
Whatcom,53073000502,4.85,9
Whatcom,53073000600,6.86,10
Whatcom,53073000700,4.55,9
Whatcom,53073000803,3.06,8
Whatcom,53073000804,1.02,6
Whatcom,53073000805,0.81,5
Whatcom,53073000806,0.09,2
Whatcom,53073000901,3,8
Whatcom,53073000902,1.48,7
Whatcom,53073001000,5.44,10
Whatcom,53073001100,2.31,8
Whatcom,53073001201,2.21,8
Whatcom,53073001202,0.51,5
Whatcom,53073010100,0.04,1
Whatcom,53073010200,0.05,1
Whatcom,53073010301,0.08,2
Whatcom,53073010302,0.07,1
Whatcom,53073010303,0.06,1
Whatcom,53073010401,0.09,2
Whatcom,53073010403,0.14,2
Whatcom,53073010404,0.34,4
Whatcom,53073010501,0.33,4
Whatcom,53073010502,0.23,3
Whatcom,53073010600,0.55,5
Whatcom,53073010701,0.11,2
Whatcom,53073010702,0.08,2
Whatcom,53073010900,0.08,2
Whatcom,53073011000,0.04,1
Whatcom,53073940000,0.25,3
Whitman,53075000100,1.72,7
Whitman,53075000200,0.45,4
Whitman,53075000300,0.35,4
Whitman,53075000400,0.58,5
Whitman,53075000500,1.41,7
Whitman,53075000600,0.8,5
Whitman,53075000700,0.04,1
Whitman,53075000800,0.04,1
Whitman,53075000900,0.03,1
Whitman,53075001000,0.05,1
Yakima,53077000100,6.19,10
Yakima,53077000200,3.52,9
Yakima,53077000300,2.78,8
Yakima,53077000400,0.71,5
Yakima,53077000500,2.29,8
Yakima,53077000600,4.37,9
Yakima,53077000700,3.88,9
Yakima,53077000800,1.81,7
Yakima,53077000901,0.3,4
Yakima,53077000902,0.19,3
Yakima,53077001000,1.67,7
Yakima,53077001100,1.25,6
Yakima,53077001201,1.94,7
Yakima,53077001202,2.57,8
Yakima,53077001300,1.3,6
Yakima,53077001400,0.44,4
Yakima,53077001501,3.46,9
Yakima,53077001502,2.14,8
Yakima,53077001601,0.54,5
Yakima,53077001602,0.95,6
Yakima,53077001701,0.25,3
Yakima,53077001702,0.88,6
Yakima,53077001800,0.06,1
Yakima,53077001901,0.08,2
Yakima,53077001902,0.07,2
Yakima,53077002001,0.04,1
Yakima,53077002002,0.04,1
Yakima,53077002101,0.04,1
Yakima,53077002102,0.04,1
Yakima,53077002200,0.06,1
Yakima,53077002701,0.05,1
Yakima,53077002801,0.09,2
Yakima,53077002802,0.14,2
Yakima,53077002900,0.09,2
Yakima,53077003001,0.06,1
Yakima,53077003002,0.1,2
Yakima,53077003100,0.13,2
Yakima,53077003200,0.32,4
Yakima,53077003400,0.23,3
Yakima,53077940001,0.07,1
Yakima,53077940002,0.05,1
Yakima,53077940003,0.06,1
Yakima,53077940004,0.08,2
Yakima,53077940005,0.05,1
Yakima,53077940006,0.05,1
