ScatID,Obs,Date,Month,Site,Location,Latitude,Longitude,% Certain,Weather,Hormone_Quality,Notes,Individual_ID,Species_ID,,,,,,,,,ScatID,,,,,,,,,,,,
SE38,sek,1/12/21,1,Union Bay,Seattle,47.656236,-122.291777,100,,,small and wet,CoyoteM2,,,,,,,,,,38,,,,,,,,,,,,
SE39,sek,1/12/21,1,Union Bay,Seattle,47.654104,-122.295186,100,,,wet,FAILED,,,,,,,,,,39,,,,,,,,,,,,
SE40,sek,1/12/21,1,Union Bay,Seattle,47.656887,-122.293543,100,,,very wet and boney,CoyoteF1,,,,,,,,,,40,,,,,,,,,,,,
SE41,sek,1/15/21,1,Union Bay,Seattle,47.654691,-122.290935,100,,,,CoyoteM2,,,,,,,,,,41,,,,,,,,,,,,
SE42,sek,1/16/21,1,Union Bay,Seattle,47.656073,-122.295251,100,,,fresh,CoyoteF1,,,,,,,,,,42,,,,,,,,,,,,
SE43,sek,1/18/21,1,Magnuson,Seattle,47.679546,-122.255418,40,,,"very werid, fruit, homogenous, dark gray, dog like? Possibly raccoon",NA,,,,,,,,,,43,,,,,,,,,,,,
SE44,sek,1/18/21,1,Union Bay,Seattle,47.656667,-122.293778,100,,,fresh,CoyoteM2,,,,,,,,,,44,,,,,,,,,,,,
SE45,sek,1/18/21,1,Union Bay,Seattle,47.656136,-122.295334,100,,,fresh,CoyoteM2,,,,,,,,,,45,,,,,,,,,,,,
SE46,sek,1/19/21,1,Union Bay,Seattle,47.65496,-122.290649,100,,,"weird, torn up snake, definilty had been run over/stepped on multiple times",FAILED,,,,,,,,,,46,,,,,,,,,,,,
SE47,sek,1/22/21,1,Magnuson,Seattle,47.679499,-122.255675,90,,,small,CoyoteM1,,,,,,,,,,47,,,,,,,,,,,,
SE48,sek,1/22/21,1,Magnuson,Seattle,47.680376,-122.25267,100,,,small,CoyoteM1,,,,,,,,,,48,,,,,,,,,,,,
SE49,sek,1/25/21,1,Carkeek ,Seattle,47.708998,-122.36862,90,,,rained on,*Dog,,,,,,,,,,49,,,,,,,,,,,,
SE50,sek,1/25/21,1,Union Bay,Seattle,47.655427,-122.290801,100,,,,CoyoteF1,,,,,,,,,,50,,,,,,,,,,,,
SE51,sek,1/25/21,1,Union Bay,Seattle,47.655841,-122.295228,100,,,,*CoyoteF1,,,,,,,,,,51,,,,,,,,,,,,
SE52,sek,1/29/21,1,Union Bay,Seattle,47.67785,-122.255863,100,,,,*CoyoteM1,,,,,,,,,,52,,,,,,,,,,,,
SE53,sek,2/1/21,2,Union Bay,Seattle,47.654693,-122.291014,100,,,rain,CoyoteM2,,,,,,,,,,53,,,,,,,,,,,,
SE54,sek,2/1/21,2,Union Bay,Seattle,47.654367,-122.292833,100,,,"rain but intact, small",CoyoteF1,,,,,,,,,,54,,,,,,,,,,,,
SE55,sek,2/1/21,2,Union Bay,Seattle,47.654028,-122.293939,100,,,"rain, mushy",CoyoteM2,,,,,,,,,,55,,,,,,,,,,,,
SE56,sek,2/1/21,2,Union Bay,Seattle,47.656163,-122.295502,100,,,rain but intact,CoyoteM2,,,,,,,,,,56,,,,,,,,,,,,
SE57,sek,2/1/21,2,Union Bay,Seattle,47.656074,-122.295471,100,,,rain,*CoyoteF1,,,,,,,,,,57,,,,,,,,,,,,
SE58,sek,2/6/21,2,Discovery ,Seattle,47.656122,-122.416786,100,,,rain but intact,CoyoteF18,,,,,,,,,,58,,,,,,,,,,,,
SE59,sek,2/18/21,2,Seward,Seattle,47.559674,-122.250057,100,,,"Phone died, rough location; maybe some rain/snow, a bit mangled but still relatviley fresh",CoyoteM5,,,,,,,,,,59,,,,,,,,,,,,
SE60,sek,2/23/21,2,Union Bay,Seattle,47.656692,-122.293741,100,,,,CoyoteM2,,,,,,,,,,60,,,,,,,,,,,,
SE61,sek,2/23/21,2,Union Bay,Seattle,47.655793,-122.297047,100,,,,*CoyoteF1,,,,,,,,,,61,,,,,,,,,,,,
SE62,sek,2/25/21,2,Discovery ,Seattle,47.657798,-122.418153,100,,,"old, in dirt, slightly wet",FAILED,,,,,,,,,,62,,,,,,,,,,,,
SE63,sek,3/15/21,3,Discovery ,Seattle,47.658515,-122.411621,100,,,fresh,CoyoteF18,,,,,,,,,,63,,,,,,,,,,,,
SE64,sek,3/15/21,3,Union Bay,Seattle,47.657085,-122.29091,100,,,wet,CoyoteM2,,,,,,,,,,64,,,,,,,,,,,,
SE65,sek,3/15/21,3,Union Bay,Seattle,47.654391,-122.292789,100,,,potentially 2 samples,CoyoteM2,,,,,,,,,,65,,,,,,,,,,,,
SE66,sek,3/15/21,3,Union Bay,Seattle,47.6550059,-122.2963057,100,,,fresh,CoyoteF1,,,,,,,,,,66,,,,,,,,,,,,
SE67,sek,3/16/21,3,Matthew's Beach,Seattle,47.699193,-122.273239,100,,,"frozen, stepped on by sequoia",CoyoteM3,,,,,,,,,,67,,,,,,,,,,,,
SE68,sek,3/16/21,3,Magnuson,Seattle,47.676441,-122.25498,50,,,"Weird, dog color/texture, had eatend a bird and was mainly solid remains, fresh",Dog,,,,,,,,,,68,,,,,,,,,,,,
SE69,sek,3/17/21,3,Carkeek ,Seattle,47.709117,-122.377803,100,,,older,CoyoteM23,,,,,,,,,,69,,,,,,,,,,,,
SE72,trg,4/1/21,4,Magnuson,Seattle,47.673737,-122.255562,100,,,,CoyoteM3,,,,,,,,,,70,,,,,,,,,,,,
SE70,lrp,4/2/21,4,Union Bay,Seattle,47.65448,-122.292619,100,,,,*CoyoteM2,,,,,,,,,,71,,,,,,,,,,,,
SE71,lrp,4/2/21,4,Union Bay,Seattle,47.65448,-122.292619,100,,,,CoyoteM2,,,,,,,,,,72,,,,,,,,,,,,
SE73,sek,4/8/21,4,Union Bay,Seattle,47.657464,-122.291692,100,,,,*CoyoteF1,,,,,,,,,,73,,,,,,,,,,,,
SE74,sek,4/8/21,4,Union Bay,Seattle,47.656108,-122.295651,100,,,older; prob not worth extracting,CoyoteF1,,,,,,,,,,74,,,,,,,,,,,,
SE75,sek,4/13/21,4,Burke-Gilman Playground,Seattle,47.667607,-122.283257,100,Sunny,,pretty old,FAILED,,,,,,,,,,75,,,,,,,,,,,,
SE77,lrp,4/15/21,4,Union Bay,Seattle,47.657825,-122.293409,100,,,Orignally UBNA SE #2,CoyoteF1,,,,,,,,,,76,,,,,,,,,,,,
SE78,lrp,4/15/21,4,Union Bay,Seattle,47.65818,-122.29106,100,,,Orignally UBNA SE #1,FAILED,,,,,,,,,,77,,,,,,,,,,,,
SE76,sek,4/20/21,4,Jackson Park Trail,Seattle,47.724877,-122.319546,50,Sunny,,could just be dead rabbit trampled fur and bone,Dog,,,,,,,,,,78,,,,,,,,,,,,
SE79,sek,4/21/21,4,Llandover,Seattle,47.732975,-122.362348,100,Sunny,,"older very dry, DPB",FAILED,,,,,,,,,,79,,,,,,,,,,,,
SE80,sek,4/21/21,4,Llandover,Seattle,47.732591,-122.363547,100,Sunny,,"older, dry, DPB",FAILED,,,,,,,,,,80,,,,,,,,,,,,
SE81,sek,4/22/21,4,Interlaken,Seattle,47.6341147,-122.3063691,90,Cloudy,,Small and dry,CoyoteF2,,,,,,,,,,81,,,,,,,,,,,,
SE82,sek,4/22/21,4,Interlaken,Seattle,47.633603,-122.307482,50,Cloudy,,"Doggish, runny and maybe bloody, grass, DPB",CoyoteF2,,,,,,,,,,82,,,,,,,,,,,,
SE83,sek,4/22/21,4,Interlaken,Seattle,47.636062-,122.306524,50,Cloudy,,"All grass, loose but coyote shaped, DPB",NA,,,,,,,,,,83,,,,,,,,,,,,
SE84,sek,4/22/21,4,Magnuson,Seattle,47.678085,-122.252084,100,Sunny,,"Older, DPB",CoyoteF2,,,,,,,,,,84,,,,,,,,,,,,
SE85,sek,4/22/21,4,Magnuson,Seattle,47.678706,-122.251722,100,Sunny,,DPB,CoyoteM3,,,,,,,,,,85,,,,,,,,,,,,
SE86,sek,4/22/21,4,Union Bay,Seattle,47.657221,-122.291038,100,Sunny,,"run over and dry, DPB",FAILED,,,,,,,,,,86,,,,,,,,,,,,
SE87,sek,4/22/21,4,Union Bay,Seattle,47.654676,-122.291072,100,Sunny,,DPB,CoyoteF1,,,,,,,,,,87,,,,,,,,,,,,
SE88,sek,4/22/21,4,Union Bay,Seattle,47.654037,-122.293261,100,Sunny,,DPB,CoyoteF1,,,,,,,,,,88,,,,,,,,,,,,
SE89,sek,4/22/21,4,Union Bay,Seattle,47.65417,-122.295318,100,Sunny,,DPB,CoyoteF1,,,,,,,,,,89,,,,,,,,,,,,
SE90,sek,4/22/21,4,Union Bay,Seattle,47.6544,-122.294736,100,Sunny,,DPB,CoyoteF1,,,,,,,,,,90,,,,,,,,,,,,
SE91,sek,4/24/21,4,Seward,Seattle,47.549738,-122.254102,100,Rainy,,Could be the same as 92,CoyoteM6,,,,,,,,,,91,,,,,,,,,,,,
SE92,sek,4/24/21,4,Seward,Seattle,47.549738,-122.254102,100,Rainy,,Could be the same as 91,FAILED,,,,,,,,,,92,,,,,,,,,,,,
SE93,sek,4/24/21,4,Genesee,Seattle,47.56832,-122.277058,100,Rainy,,Older and wet,CoyoteF5,,,,,,,,,,93,,,,,,,,,,,,
SE94,sek,4/24/21,4,Genesee,Seattle,47.568017,-122.277048,100,Rainy,,slighlty wet,CoyoteM5,,,,,,,,,,94,,,,,,,,,,,,
SE95,sek,4/24/21,4,Genesee,Seattle,47.565317,-122.27825,100,Rainy,,,CoyoteM5,,,,,,,,,,95,,,,,,,,,,,,
SE96,sek,4/24/21,4,Genesee,Seattle,47.565227,-122.278507,100,Rainy,,,CoyoteM5,,,,,,,,,,96,,,,,,,,,,,,
SE100,sek,4/25/21,4,Discovery ,Seattle,47.659272,-122.420448,100,Partly Rainy,,Older,FAILED,,,,,,,,,,97,,,,,,,,,,,,
SE101,sek,4/25/21,4,Discovery ,Seattle,47.659334,-122.420194,100,Partly Rainy,,"Older, wet",FAILED,,,,,,,,,,98,,,,,,,,,,,,
SE102,sek,4/25/21,4,Discovery ,Seattle,47.659149,-122.421757,100,Partly Rainy,,,FAILED,,,,,,,,,,99,,,,,,,,,,,,
SE103,sek,4/25/21,4,Discovery ,Seattle,47.658668,-122.420654,100,Partly Rainy,,On top of sample 105,FAILED,,,,,,,,,,100,,,,,,,,,,,,
SE104,sek,4/25/21,4,Discovery ,Seattle,47.65865,-122.420675,100,Partly Rainy,,"Older smushed, wet",FAILED,,,,,,,,,,101,,,,,,,,,,,,
SE105,sek,4/25/21,4,Discovery ,Seattle,47.658708,-122.420606,50,Partly Rainy,,On top of sample 103; doggish but had bones and hair in it; still more homogenous than normal,Dog,,,,,,,,,,102,,,,,,,,,,,,
SE97,sek,4/25/21,4,Discovery ,Seattle,47.659278,-122.422304,100,Partly Rainy,,"Old, wet",*CoyoteM27,,,,,,,,,,103,,,,,,,,,,,,
SE98,sek,4/25/21,4,Discovery ,Seattle,47.659171,-122.422067,100,Partly Rainy,,Slighlty wet,*CoyoteM27,,,,,,,,,,104,,,,,,,,,,,,
SE99,sek,4/25/21,4,Discovery ,Seattle,47.659241,-122.420385,100,Partly Rainy,,"Could have been two samples, collected as one",*CoyoteF18,,,,,,,,,,105,,,,,,,,,,,,
SE_SKH01,skh/cb,5/1/21,5,Union Bay,Seattle,47.656631,-122.293859,90,Partly Cloudy,,,,,,,,,,,,,110,,,,,,,,,,,,
SE106,sek,5/1/21,5,Genesee,Seattle,47.569732,-122.277313,100,Partly Cloudy,,"Dry, smashed, spread out",FAILED,,,,,,,,,,111,,,,,,,,,,,,
SE107,sek,5/1/21,5,Genesee,Seattle,47.567656,-122.278425,100,Partly Cloudy,,"Older and flattened, could be the same as 108",FAILED,,,,,,,,,,112,,,,,,,,,,,,
SE108,sek,5/1/21,5,Genesee,Seattle,47.567649,-122.27845,100,Partly Cloudy,,Could be the same as 107,FAILED,,,,,,,,,,113,,,,,,,,,,,,
SE109,sek,5/1/21,5,Genesee,Seattle,47.567253,-122.277624,100,Partly Cloudy,,,FAILED,,,,,,,,,,114,,,,,,,,,,,,
SE110,sek,5/1/21,5,Genesee,Seattle,47.567513,-122.277619,100,Partly Cloudy,,"Older, white, bits of plastic within it",FAILED,,,,,,,,,,115,,,,,,,,,,,,
SE111,sek,5/1/21,5,Genesee,Seattle,47.567518,-122.277903,100,Partly Cloudy,,,CoyoteF5,,,,,,,,,,116,,,,,,,,,,,,
SE112,sek,5/1/21,5,Genesee,Seattle,47.567317,-122.277714,100,Partly Cloudy,,,CoyoteF5,,,,,,,,,,117,,,,,,,,,,,,
SE113,sek,5/2/21,5,Discovery ,Seattle,47.659325,-122.421392,90,Sunny,,"Dry, more homogenous than normal but appeared to be full of some dry veg and fur",FAILED,,,,,,,,,,118,,,,,,,,,,,,
SE114,sek,5/2/21,5,Discovery ,Seattle,47.659662,-122.420086,100,Sunny,,"dry, smushed, may not yield dna",FAILED,,,,,,,,,,119,,,,,,,,,,,,
SE119,sek,5/4/21,5,Union Bay,Seattle,47.656931,-122.291232,100,Sunny,,"slightly wet, could've been two samples",CoyoteF1,,,,,,,,,,120,,,,,,,,,,,,
SE120,sek,5/6/21,5,Jackson Park Trail,Seattle,47.724164,-122.320881,100,Cloudy,,small amount,FAILED,,,,,,,,,,121,,,,,,,,,,,,
SE121,sek,5/6/21,5,Jackson Park Trail,Seattle,47.723162,-122.318061,100,Cloudy,,"wet, stepped on but fairly fresh",CoyoteF14,,,,,,,,,,122,,,,,,,,,,,,
SE122,sek,5/6/21,5,Jackson Park Trail,Seattle,47.72316,-122.317748,100,Cloudy,,wet,FAILED,,,,,,,,,,123,,,,,,,,,,,,
SE123,sek,5/6/21,5,Jackson Park Trail,Seattle,47.7231,-122.316859,100,Cloudy,,dry,CoyoteF14,,,,,,,,,,124,,,,,,,,,,,,
SE115,sek,5/14/21,5,Other,Seattle,47.690849,-122.285437,70,Sunny,,"Old, dry, furry could be cat; next to house on 86th and 40th",CoyoteM3,,,,,,,,,,126,,,,,,,,,,,,
SE116,sek,5/17/21,5,Sand Point Golf,Seattle,47.684194,-122.270568,60,Cloudy,,"Very fresh, sort of homogenous but still some fur. Could be dog or raccoon??",FAILED,,,,,,,,,,130,,,,,,,,,,,,
SE117,sek,5/17/21,5,Sand Point Golf,Seattle,47.684359,-122.269858,90,Cloudy,,Dry,CoyoteM9,,,,,,,,,,131,,,,,,,,,,,,
SE118,sek,5/17/21,5,Sand Point Golf,Seattle,47.684205,-122.269723,100,Cloudy,,,CoyoteM9,,,,,,,,,,132,,,,,,,,,,,,
SE124,sek,5/17/21,5,Sand Point Golf,Seattle,47.685333,-122.269137,100,Cloudy,,"HUGE poop, lots of bones, sort of damp",CoyoteF19,,,,,,,,,,133,,,,,,,,,,,,
SE125,sek,5/17/21,5,Magnuson,Seattle,47.678857,-122.255169,60,Cloudy,,"Woody, could be raccoon or dog as well?",Dog,,,,,,,,,,134,,,,,,,,,,,,
SE126,sek,5/17/21,5,Magnuson,Seattle,47.677437,-122.256258,50,Cloudy,,"All grass, very fresh, some homogenous component stuck to grass but mostly just grass",Dog,,,,,,,,,,135,,,,,,,,,,,,
SE127,sek,5/17/21,5,Burke-Gilman Playground,Seattle,47.66647,-122.283116,100,Cloudy,,"Dry, older",CoyoteF1,,,,,,,,,,136,,,,,,,,,,,,
SE128,sk,5/23/21,5,Seward,Seattle,47.549866,-122.252194,100,Sunny,,,CoyoteM7,,,,,,,,,,138,,,,,,,,,,,,
SE129,sk,5/23/21,5,Seward,Seattle,47.555714,-122.248084,100,Sunny,,,FAILED,,,,,,,,,,139,,,,,,,,,,,,
SE130,sk,5/23/21,5,Seward,Seattle,47.555688,-122.248092,100,Sunny,,old smashed,CoyoteM7,,,,,,,,,,140,,,,,,,,,,,,
SE131,sk,5/23/21,5,Seward,Seattle,47.556783,-122.251029,100,Sunny,,,FAILED,,,,,,,,,,141,,,,,,,,,,,,
SE132,sk,5/23/21,5,Seward,Seattle,47.557575,-122.250898,100,Sunny,,,FAILED,,,,,,,,,,142,,,,,,,,,,,,
SE133,sk,5/23/21,5,Seward,Seattle,47.559417,-122.250015,50,Sunny,,dead bird?,FAILED,,,,,,,,,,143,,,,,,,,,,,,
SE134,sk,5/23/21,5,Seward,Seattle,47.561058,-122.251546,100,Sunny,,,FAILED,,,,,,,,,,144,,,,,,,,,,,,
SE135,sk,5/23/21,5,Seward,Seattle,47.561161,-122.252204,100,Sunny,,,CoyoteM6,,,,,,,,,,145,,,,,,,,,,,,
SE136,sk,5/23/21,5,Genesee,Seattle,47.567416,-122.277543,100,Sunny,,mainly hair,FAILED,,,,,,,,,,146,,,,,,,,,,,,
SE137,sk,5/23/21,5,Genesee,Seattle,47.567114,-122.277351,100,Sunny,,,FAILED,,,,,,,,,,147,,,,,,,,,,,,
SE138,sk,5/24/21,5,North Seattle College,Seattle,47.700452,-122.334421,100,Sunny,,,FAILED,,,,,,,,,,148,,,,,,,,,,,,
SE139,sk,5/24/21,5,North Seattle College,Seattle,47.69858,-122.330611,100,Sunny,,bone,CoyoteF3,,,,,,,,,,149,,,,,,,,,,,,
SE140,sk,5/24/21,5,North Seattle College,Seattle,47.701871,-122.332808,100,Sunny,,,FAILED,,,,,,,,,,150,,,,,,,,,,,,
SE141,sk,5/24/21,5,North Seattle College,Seattle,47.702476,-122.331126,100,Sunny,,,FAILED,,,,,,,,,,151,,,,,,,,,,,,
SE142,sk,5/24/21,5,North Seattle College,Seattle,47.701998,-122.331202,100,Sunny,,,CoyoteF3,,,,,,,,,,152,,,,,,,,,,,,
SE143,sk,5/24/21,5,North Seattle College,Seattle,47.701324,-122.33417,90,Sunny,,on sidewalk,FAILED,,,,,,,,,,153,,,,,,,,,,,,
SE144,sk,6/3/21,6,Carkeek ,Seattle,47.7096458,-122.3669374,80,Sunny,,"Fresh, on top of much older pile, small had some dog characteristics",CoyoteM19,,,,,,,,,,154,,,,,,,,,,,,
SE145,sk,6/3/21,6,Carkeek ,Seattle,47.711001,-122.3758802,100,Sunny,,"older, dry may not get genotype",CoyoteM11,,,,,,,,,,155,,,,,,,,,,,,
SE149,sk,6/6/21,6,Genesee,Seattle,47.5653,-122.27822,100,Cloudy,,,Unassigned,,,,,,,,,,156,,,,,,,,,,,,
SE150,sk,6/6/21,6,Genesee,Seattle,47.56787,-122.27814,100,Cloudy,,,CoyoteF5,,,,,,,,,,157,,,,,,,,,,,,
SE151,sk,6/6/21,6,Genesee,Seattle,47.56783,-122.27788,100,Cloudy,,"older, dry, black",FAILED,,,,,,,,,,158,,,,,,,,,,,,
SE152,sk,6/6/21,6,Genesee,Seattle,47.56698,-122.27766,100,Cloudy,,,CoyoteF5,,,,,,,,,,159,,,,,,,,,,,,
SE153,sk,6/6/21,6,Seward,Seattle,47.55024,-122.24902,100,Cloudy,,"seedy and furry, dry",CoyoteF9,,,,,,,,,,160,,,,,,,,,,,,
SE154,sk,6/6/21,6,Seward,Seattle,47.55111,-122.24817,100,Cloudy,,Could be the same as 155,FAILED,,,,,,,,,,161,,,,,,,,,,,,
SE155,sk,6/6/21,6,Seward,Seattle,47.55111,-122.24817,100,Cloudy,,Could be the same as 154,CoyoteF4,,,,,,,,,,162,,,,,,,,,,,,
SE156,sk,6/6/21,6,Seward,Seattle,47.55241,-122.24699,100,Cloudy,,fresher,CoyoteM6,,,,,,,,,,163,,,,,,,,,,,,
SE157,sk,6/6/21,6,Seward,Seattle,47.55362,-122.24654,100,Cloudy,,Dry,CoyoteM7,,,,,,,,,,164,,,,,,,,,,,,
SE158,sk,6/6/21,6,Seward,Seattle,47.56112,-122.25233,60,Cloudy,,Doggy,Unassigned,,,,,,,,,,165,,,,,,,,,,,,
SE159,sk,6/6/21,6,Seward,Seattle,47.5519,-122.25562,60,Cloudy,,"gray, doggy, but feathers",*CoyoteF9,,,,,,,,,,166,,,,,,,,,,,,
SE146,sk,6/7/21,6,Union Bay,Seattle,47.65724,-122.29134,100,Partly Rainy,,"wet, green",CoyoteF1,,,,,,,,,,167,,,,,,,,,,,,
SE147,sk,6/7/21,6,Union Bay,Seattle,47.65428,-122.29292,100,Partly Rainy,,wet,*CoyoteF1,,,,,,,,,,,,,,,,,,,,,,
SE148,sk,6/7/21,6,Union Bay,Seattle,47.65408,-122.29315,100,Partly Rainy,,wet,CoyoteM2,,,,,,,,,,168,,,,,,,,,,,,
SE160,sk,6/7/21,6,Union Bay,Seattle,47.6586,-122.2967,100,Partly Rainy,,wet could have been 2 samples,CoyoteF1,,,,,,,,,,169,,,,,,,,,,,,
SE161,sk,6/7/21,6,Union Bay,Seattle,47.65748,-122.29337,100,Partly Rainy,,"wet, green",CoyoteM2,,,,,,,,,,170,,,,,,,,,,,,
SE162,sk,6/19/21,6,North Seattle College,Seattle,47.70171,-122.33279,100,Sunny,,dry,CoyoteF3,,,,,,,,,,171,,,,,,,,,,,,
SE163,sk,6/19/21,6,North Seattle College,Seattle,47.70131,-122.33316,90,Sunny,,"run over in the middle of road, could technicaly have been a roadkiill rabbit but don't think so",CoyoteF3,,,,,,,,,,172,,,,,,,,,,,,
SE164,sk,6/19/21,6,North Seattle College,Seattle,47.69803,-122.3303,100,Sunny,,dry,FAILED,,,,,,,,,,173A,,,,,,,,,,,,
SE165,sk,6/19/21,6,North Seattle College,Seattle,47.69799,-122.33035,100,Sunny,,way older,CoyoteF3,,,,,,,,,,173B,,,,,,,,,,,,
SE166,sk,6/19/21,6,North Seattle College,Seattle,47.69756,-122.33035,100,Sunny,,,CoyoteF3,,,,,,,,,,174,,,,,,,,,,,,
